"","fecha_inicial","fecha_final","año_inicial","mes_inicial","dia_inicial","año_final","mes_final","dia_final","pais","ciudad","categoria_principal","categoria","proyecto_featured","descripcion_largo","descripcion_full_largo","titulo_largo","cant_creaciones_dueño","cant_faqs","cant_imagenes","cant_videos","cant_tiers","tier_promedio","tier_max","tier_min","duracion","moneda","objetivo_monto","objetivo_ratio","monto_obtenido","monto_obtenido_porcentaje","estado","exito","cant_actualizaciones","cant_backers","cant_backers_tiers","cant_comentarios","backers_promedio_por_tier","aporte_promedio_por_backer","title","cotizacion","moneda_igual_pais","dia_semana_inicial","dia_semana_final","weekend_inicial","weekend_final","primera_quincena_inicial","primera_quincena_final","id"
"1",2019-04-23,2019-05-23,2019,4,23,2019,5,23,"Australia","Brisbane","Games","Playing Cards","0",123,1157,31,1,0,2,1,2,42.5,60,25,30,"USD",30000,1000,172,0.0057,"Cancelled by Creator","fail",0,4,2,3,0.4,43,"Lands of CROM Trading Card Game",1,0,"martes","jueves",0,0,0,0,1
"2",2019-03-26,2019-05-24,2019,3,26,2019,5,24,"Sweden","Gävle","Food","Food","0",132,2188,55,1,0,1,0,6,521.589608333333,2165.6617115,0.5414425,59,"SEK",21657.7,39.7505058720339,682.5424155,0.0315,"Cancelled by Creator","fail",0,9,8,0,1.33,700.33,"Pastillfabriken - nu bygger vi Gävles nygamla stolthet!",0.1082885,1,"martes","viernes",0,0,0,0,2
"3",2019-04-14,2019-05-05,2019,4,14,2019,5,5,"Germany","Munich","Food","Food","0",108,2418,47,1,0,5,1,3,338.00455,360.61355,315.39555,21,"EUR",6782.7,365.119200714286,645.48695,0.0952,"Funding Unsuccessful","fail",1,5,2,0,0.67,114.2,"Das Brett - cut it, keep it, store it, love it.",1.13045,1,"domingo","domingo",1,1,1,1,3
"4",2019-04-03,2019-06-02,2019,4,3,2019,6,2,"Canada","Montreal","Art","Performance Art","0",67,4739,25,1,0,2,1,2,30,40,20,60,"USD",8600,143.333333333333,1,1e-04,"Cancelled by Creator","fail",0,1,0,0,0,1,"Plateforme collaborative.",1,0,"miércoles","domingo",0,1,1,1,4
"5",2019-03-12,2019-05-11,2019,3,12,2019,5,11,"United Kingdom","London","Music","Music","0",104,3204,31,1,0,3,1,5,147.7588,490.35,13.076,60,"GBP",19614,427.45444,876.092,0.0447,"Cancelled by Creator","fail",0,25,17,0,3.4,26.8,"Live the story you want to tell",1.3076,1,"martes","sábado",0,1,1,1,5
"6",2019-04-12,2019-05-12,2019,4,12,2019,5,12,"United States","Long Beach","Film & Video","Comedy","0",27,1079,33,2,0,1,0,1,25,25,25,30,"USD",2200,73.3333333333333,1,5e-04,"Cancelled by Creator","fail",0,1,0,0,0,1,"Madame to take SoCal ""Residency""?",1,1,"viernes","domingo",0,1,1,1,6
"7",2019-03-18,2019-05-17,2019,3,18,2019,5,17,"United States","San Francisco","Art","Art","0",110,2138,51,1,0,1,0,2,62.5,100,25,60,"USD",3500,58.3333333333333,126,0.036,"Cancelled by Creator","fail",2,3,1,0,0.5,42,"Tarot of the Gods - A new view on an old tradition.",1,1,"lunes","viernes",0,0,0,0,7
"8",2019-04-16,2019-05-14,2019,4,16,2019,5,14,"Canada","Montreal","Design","Product Design","0",70,6008,47,1,0,1,1,7,496.142857142857,899,209,28,"USD",17000,607.142857142857,5115,0.3009,"Cancelled by Creator","fail",1,15,14,5,2,341,"The Saint Martin: What A Luxury Watch Should Be",1,0,"martes","martes",0,0,0,1,8
"9",2019-04-29,2019-05-14,2019,4,29,2019,5,14,"Ireland","Limerick","Design","Graphic Design","0",133,1763,58,2,0,1,0,7,131.823803571429,279.62625,27.962625,15,"EUR",335.5515,25.0210687005,1.118505,0.0033,"Cancelled by Creator","fail",0,1,0,0,0,1,"A Logo Reflects Your Company. Let's Make Some Great Logos.",1.118505,1,"lunes","martes",0,0,0,1,9
"10",2019-04-06,2019-05-06,2019,4,6,2019,5,6,"United States","New York","Design","Graphic Design","0",115,3747,44,1,0,1,0,4,43.25,80,16,30,"USD",1200,40,89,0.0742,"Cancelled by Creator","fail",0,4,3,0,0.75,22.25,"Top 25 Marathons Scratch Off Poster by Nomnu",1,1,"sábado","lunes",1,0,1,1,10
"11",2019-03-18,2019-05-17,2019,3,18,2019,5,17,"Germany","Cologne","Music","Pop","0",133,1407,48,1,0,1,0,3,90.6868,226.717,17.003775,60,"EUR",3400.755,64.25074761125,1.133585,3e-04,"Cancelled by Creator","fail",0,1,0,0,0,1,"Benefizkonzert SHOWTIME- from Movies to Musicals",1.133585,1,"lunes","viernes",0,0,0,0,11
"12",2019-04-06,2019-05-06,2019,4,6,2019,5,6,"Belgium","Antwerp","Crafts","Crafts","0",74,1121,55,2,2,4,1,3,318.254166666667,561.625,112.325,30,"EUR",168487.5,6308.4528125,596.44575,0.0035,"Cancelled by Creator","fail",4,2,1,0,0.33,265.5,"MR Metals is creating a new line of Steel/Wood designs.",1.12325,1,"sábado","lunes",1,0,1,1,12
"13",2019-03-07,2019-05-06,2019,3,7,2019,5,6,"United States","Peoria","Film & Video","Movie Theaters","0",52,429,33,1,0,1,1,1,500,500,500,60,"USD",75000,1250,1,0,"Cancelled by Creator","fail",0,1,0,1,0,1,"Cheat: A Broken Promise The Movie",1,1,"jueves","lunes",0,0,1,1,13
"14",2019-04-16,2019-05-06,2019,4,16,2019,5,6,"United States","Orange","Film & Video","Film & Video","0",66,6755,9,1,0,2,1,5,192,500,10,20,"USD",1000,50,1,0.001,"Cancelled by Creator","fail",0,1,0,0,0,1,"On Mommas",1,1,"martes","lunes",0,0,0,1,14
"15",2019-04-15,2019-05-06,2019,4,15,2019,5,6,"Poland","Warsaw","Games","Playing Cards","0",51,1688,26,2,0,15,3,7,207.183422142857,428.415915,10.173465,21,"EUR",20346.93,1095.23164133571,998.129955,0.0491,"Cancelled by Creator","fail",0,9,8,0,0.89,98.11,"Carbon Fiber Playing Cards",1.130385,1,"lunes","lunes",0,0,0,1,15
"16",2019-04-01,2019-05-06,2019,4,1,2019,5,6,"Australia","Sydney","Design","Design","0",75,3660,40,2,0,1,0,10,251.5,375,150,35,"USD",5000,142.857142857143,511,0.1022,"Cancelled by Creator","fail",3,3,2,0,0.2,170.33,"Amour En Fleurs - roses that last a year",1,0,"lunes","lunes",0,0,1,1,16
"17",2019-04-04,2019-05-07,2019,4,4,2019,5,7,"Singapore","Singapore","Crafts","Crafts","0",93,2220,20,1,0,19,1,4,60.5,160,2,33,"USD",5000,151.515151515152,55,0.011,"Cancelled by Creator","fail",0,2,1,0,0.25,27.5,"3-in-1 Leather Strap",1,0,"jueves","martes",0,0,1,1,17
"18",2019-04-06,2019-05-08,2019,4,6,2019,5,8,"China","Shenzhen","Publishing","Publishing","0",63,4693,26,1,0,0,1,8,32.75,75,2,32,"USD",25000,781.25,241,0.0096,"Cancelled by Creator","fail",2,6,5,4,0.62,40.17,"How to Make Money in China",1,0,"sábado","miércoles",1,0,1,1,18
"19",2019-04-06,2019-05-06,2019,4,6,2019,5,6,"United States","Los Angeles","Film & Video","Drama","0",133,347,7,2,0,1,0,9,1048.33333333333,5000,10,30,"USD",40000,1333.33333333333,6471,0.1618,"Cancelled by Creator","fail",7,96,75,0,8.33,67.41,"La Ruta",1,1,"sábado","lunes",1,0,1,1,20
"20",2019-04-17,2019-05-18,2019,4,17,2019,5,18,"United States","Provo","Music","Pop","0",127,432,36,2,0,1,0,9,311.111111111111,2000,5,31,"USD",7500,241.935483870968,61,0.0081,"Cancelled by Creator","fail",0,5,3,0,0.3,12.2,"Bunker's Debut EP: Lonely on Purpose",1,1,"miércoles","sábado",0,1,0,0,21
"21",2019-04-16,2019-05-07,2019,4,16,2019,5,7,"Germany","Frankfurt","Games","Playing Cards","0",121,8486,33,10,0,23,1,4,94.2268275,138.801195,49.65246,21,"EUR",11284.65,606.396788678571,2540.174715,0.2251,"Cancelled by Creator","fail",1,21,20,1,5,107.19,"Aventuria - Inn of the Black Boar",1.128465,1,"martes","martes",0,0,0,1,22
"22",2019-04-03,2019-05-18,2019,4,3,2019,5,18,"United Kingdom","London","Music","Classical Music","0",135,2358,56,2,0,0,1,3,122.972733333333,326.75612,13.17565,45,"GBP",2898.643,84.8700125398889,0,0,"Cancelled by Creator","fail",0,0,0,0,0,0,"I am trying to create an orchestra and I need your help!",1.317565,1,"miércoles","sábado",0,1,1,0,23
"23",2019-04-08,2019-05-18,2019,4,8,2019,5,18,"Germany","Munich","Technology","Apps","0",70,2812,39,1,0,3,1,5,155.3397,562.825,16.88475,40,"EUR",9005.2,253.4175845,119.3189,0.0132,"Cancelled by Creator","fail",1,4,2,0,0.4,26.5,"Buddyler - The butler app for everyone-",1.12565,1,"lunes","sábado",0,1,1,0,24
"24",2019-03-19,2019-05-18,2019,3,19,2019,5,18,"United States","Grand Haven","Music","Hip-Hop","0",27,468,25,1,0,1,0,4,35,100,5,60,"USD",500,8.33333333333333,1,0.002,"Cancelled by Creator","fail",0,1,0,0,0,1,"Help me up my production!",1,1,"martes","sábado",0,1,0,0,25
"25",2019-04-18,2019-05-18,2019,4,18,2019,5,18,"United States","Tupelo","Publishing","Fiction","0",99,1652,12,1,0,1,0,6,39.3333333333333,150,1,30,"USD",35000,1166.66666666667,26,7e-04,"Cancelled by Creator","fail",0,3,2,0,0.29,8.67,"Are We Okay?",1,1,"jueves","sábado",0,1,0,0,26
"26",2019-04-08,2019-05-18,2019,4,8,2019,5,18,"United States","Orlando","Technology","Apps","0",133,0,49,1,0,4,1,5,76,150,10,40,"USD",75000,1875,1,0,"Cancelled by Creator","fail",0,1,0,0,0,1,"Daretake: The app who shows what you are best at.",1,1,"lunes","sábado",0,1,1,0,27
"27",2019-03-18,2019-05-17,2019,3,18,2019,5,17,"United States","Duluth","Film & Video","Narrative Film","0",135,2174,60,1,0,1,1,2,15,25,5,60,"USD",2500,41.6666666666667,6,0.0024,"Cancelled by Creator","fail",0,2,0,0,0,3,"Wide Open Realism: Some Real stories, some for entertainment",1,1,"lunes","viernes",0,0,0,0,28
"28",2019-03-20,2019-05-19,2019,3,20,2019,5,19,"United Kingdom","Cardiff","Publishing","Art Books","0",14,242,25,2,0,1,0,2,26.411,33.01375,19.80825,60,"GBP",66027.5,1453.21025208333,27.73155,4e-04,"Cancelled by Creator","fail",1,2,1,0,0.5,10.5,"This book is funded by...",1.32055,1,"miércoles","domingo",0,1,0,0,29
"29",2019-04-23,2019-06-07,2019,4,23,2019,6,7,"United States","Lansing","Comics","Comic Books","0",68,755,28,6,0,18,1,10,36.5,125,5,45,"USD",5890,130.888888888889,646,0.1097,"Cancelled by Creator","fail",0,24,21,0,2.1,26.92,"CHRISTIAN FLAGG ISSUES 2 & 3",1,1,"martes","viernes",0,0,0,1,30
"30",2019-04-09,2019-05-19,2019,4,9,2019,5,19,"United Kingdom","Birmingham","Publishing","Children's Books","0",135,3298,60,3,0,4,1,10,185.007771,1305.63,2.61126,40,"GBP",9139.41,298.3171969575,1989.78012,0.2177,"Cancelled by Creator","fail",0,80,78,6,8.67,19.05,"Sully the Seahorse - a book about self-esteem and confidence",1.30563,1,"martes","domingo",0,1,1,0,31
"31",2019-03-20,2019-05-19,2019,3,20,2019,5,19,"United States","Lakeland","Games","Tabletop Games","0",133,961,28,1,6,1,0,10,85.1,250,1,60,"USD",100,1.66666666666667,285,2.85,"Cancelled by Creator","fail",19,9,7,1,0.7,31.67,"Monk's Miniatures: First Set",1,1,"miércoles","domingo",0,1,0,0,32
"32",2019-03-19,2019-05-18,2019,3,19,2019,5,18,"Canada","Vancouver","Fashion","Footwear","0",135,211,28,2,5,15,12,6,134.333333333333,299,10,60,"USD",50000,833.333333333333,140,0.0028,"Cancelled by Creator","fail",1,2,1,0,0.17,70,"The World's Most Design Shoe",1,0,"martes","sábado",0,1,0,0,33
"33",2019-04-16,2019-05-16,2019,4,16,2019,5,16,"Spain","Murcia","Games","Video Games","0",105,6712,52,1,9,51,1,16,321,2000,1,30,"USD",50000,1666.66666666667,1343,0.0269,"Cancelled by Creator","fail",4,38,37,0,0.84,35.34,"Adome: Action, platformer and exploration adventure.",1,0,"martes","jueves",0,0,0,0,34
"34",2019-04-09,2019-06-08,2019,4,9,2019,6,8,"United States","Lakeland","Games","Video Games","0",134,983,24,1,0,5,1,3,187,500,1,60,"USD",500,8.33333333333333,12,0.024,"Cancelled by Creator","fail",3,3,1,0,0.2,4,"Fan Art Dragon Age Props",1,1,"martes","sábado",0,1,1,1,35
"35",2019-04-01,2019-05-16,2019,4,1,2019,5,16,"United States","Scottsdale","Technology","Technology","0",33,6322,8,1,0,16,1,3,55,85,5,45,"USD",75000,1666.66666666667,222,0.003,"Cancelled by Creator","fail",1,6,4,1,1.33,37,"Cool-ins",1,1,"lunes","jueves",0,0,1,0,36
"36",2019-04-15,2019-05-16,2019,4,15,2019,5,16,"Hong Kong","Hong Kong","Design","Product Design","0",132,1305,59,1,0,3,1,3,157.177955,172.058205,140.171955,31,"HKD",95658.75,393.574040927419,1.27545,0,"Cancelled by Creator","fail",0,1,0,0,0,10,"RC Toy Car - Races Up Against Gravity and Floor Racing Too!",0.127545,1,"lunes","jueves",0,0,0,0,37
"37",2019-03-15,2019-05-14,2019,3,15,2019,5,14,"United States","Brooklyn","Fashion","Apparel","0",96,6536,60,1,0,19,1,8,306.625,999,1,60,"USD",50000,833.333333333333,1260,0.0252,"Cancelled by Creator","fail",0,11,7,1,0.88,114.55,"Rybak Riding Gear & Apparel: most versatile gear you can get",1,1,"viernes","martes",0,0,0,1,38
"38",2019-03-20,2019-05-19,2019,3,20,2019,5,19,"United States","Baltimore","Publishing","Children's Books","0",126,1315,42,1,0,1,1,2,8,15,1,60,"USD",3900,65,21,0.0054,"Cancelled by Creator","fail",1,2,1,0,0.5,10.5,"Eleanor The Unicorn: Who Does God Say I am",1,1,"miércoles","domingo",0,1,0,0,39
"39",2019-04-23,2019-05-16,2019,4,23,2019,5,16,"United States","Portland","Technology","Technology","0",135,83,30,16,0,1,0,1,39,39,39,23,"USD",4980,216.521739130435,79,0.0159,"Cancelled by Creator","fail",0,3,2,3,2,26.33,"DataBoss v2.6 - the Ai edition",1,1,"martes","jueves",0,0,0,0,40
"40",2019-04-16,2019-05-16,2019,4,16,2019,5,16,"Canada","Montreal","Games","Puzzles","0",12,1119,13,2,0,0,1,3,236.666666666667,600,10,30,"USD",10000,333.333333333333,61,0.0061,"Cancelled by Creator","fail",0,7,6,2,2,8.71,"LEGO® PUZZLES",1,0,"martes","jueves",0,0,0,0,41
"41",2019-04-17,2019-05-17,2019,4,17,2019,5,17,"Switzerland","Geneva","Design","Design","0",77,679,45,1,4,0,1,11,118.272727272727,250,15,30,"USD",120000,4000,3231,0.0269,"Cancelled by Creator","fail",0,23,21,2,1.62,140.48,"FUNKY FRAMES: WHEN ART POPS OUT OF ITS FRAME!",1,0,"miércoles","viernes",0,0,0,0,42
"42",2019-04-29,2019-05-20,2019,4,29,2019,5,20,"United States","Longview","Games","Tabletop Games","0",127,0,11,7,3,26,1,4,49.75,100,1,21,"USD",25000,1190.47619047619,8034,0.3214,"Cancelled by Creator","fail",3,205,199,35,49.75,39.19,"Complexcity",1,1,"lunes","lunes",0,0,0,0,43
"43",2019-04-09,2019-06-08,2019,4,9,2019,6,8,"United States","Summit","Food","Food","0",117,743,23,1,0,1,0,8,213.125,1000,5,60,"USD",45000,750,231,0.0051,"Cancelled by Creator","fail",0,7,4,0,0.5,33,"Goldrim Coffee Roastery",1,1,"martes","sábado",0,1,1,1,44
"44",2019-04-17,2019-05-17,2019,4,17,2019,5,17,"France","Rennes","Games","Games","0",73,3622,45,5,0,1,0,6,28.995505,58.74414,10.167255,30,"EUR",3615.024,136.129151256,717.356325,0.1984,"Cancelled by Creator","fail",2,25,22,4,3.14,25.4,"Monster Blobs game - Le jeu des Monster Blobs",1.129695,1,"miércoles","viernes",0,0,0,0,45
"45",2019-04-17,2019-05-17,2019,4,17,2019,5,17,"Singapore","Singapore","Design","Design","0",127,5634,57,2,0,48,2,8,1341.5,3847,2,30,"USD",80000,2666.66666666667,48563,0.607,"Cancelled by Creator","fail",2,71,69,54,5.31,683.99,"Arcturus Sovereignty - Swiss Automatic Movement Timepiece",1,0,"miércoles","viernes",0,0,0,0,46
"46",2019-04-11,2019-06-10,2019,4,11,2019,6,10,"United States","Huntington Beach","Design","Product Design","0",102,2106,59,20,0,17,2,10,60.8,120,24,60,"USD",999,16.65,1419,1.4204,"Cancelled by Creator","fail",1,40,39,10,3.9,35.48,"GO-Ring2 TWIN Push Button Key Clip, Saves your fingernails!",1,1,"jueves","lunes",0,0,1,1,47
"47",2019-04-13,2019-06-12,2019,4,13,2019,6,12,"Italy","Milan","Design","Product Design","0",41,2148,16,1,0,16,1,20,248.34983,1131.95,5.65975,60,"EUR",79236.5,1494.86260291667,297.70285,0.0038,"Cancelled by Creator","fail",0,4,2,3,0.05,65.75,"the TOTEM system",1.13195,1,"sábado","miércoles",1,0,1,1,48
"48",2019-04-15,2019-06-12,2019,4,15,2019,6,12,"United States","Chicago","Food","Vegan","0",88,622,10,1,0,1,0,3,50,70,30,58,"USD",50000,862.068965517241,166,0.0033,"Cancelled by Creator","fail",0,5,4,0,1.33,33.2,"VeganlyBox",1,1,"lunes","miércoles",0,0,0,1,49
"49",2019-04-13,2019-06-12,2019,4,13,2019,6,12,"United States","Fairmont","Games","Tabletop Games","0",103,1411,41,6,0,1,1,8,17.875,50,1,60,"USD",10000,166.666666666667,1,1e-04,"Cancelled by Creator","fail",0,1,0,0,0,1,"Huck Hopper (featured on season 2 Toybox)",1,1,"sábado","miércoles",1,0,1,1,50
"50",2019-04-16,2019-06-15,2019,4,16,2019,6,15,"United States","San Antonio","Fashion","Apparel","0",131,1308,38,2,0,1,0,11,40.2727272727273,100,1,60,"USD",5000,83.3333333333333,133,0.0266,"Cancelled by Creator","fail",0,6,4,0,0.29,22.17,"Ninety4Feet x NBA Custom Shorts & Tees",1,1,"martes","sábado",0,1,0,0,51
"51",2019-04-02,2019-05-17,2019,4,2,2019,5,17,"United States","Kelso","Games","Video Games","0",135,3935,31,1,0,12,1,4,14.5,25,6,45,"USD",20000,444.444444444444,1,1e-04,"Cancelled by Creator","fail",1,1,0,0,0,1,"Armorgeddon Turn Based Strategy",1,1,"martes","viernes",0,0,1,0,52
"52",2019-04-17,2019-06-16,2019,4,17,2019,6,16,"United States","San Diego","Games","Video Games","0",135,896,48,2,0,1,0,3,66.6666666666667,145,5,60,"USD",4000,66.6666666666667,61,0.0152,"Cancelled by Creator","fail",3,3,2,0,0.67,20.33,"A truly first time: adventures smiling with hope",1,1,"miércoles","domingo",0,1,0,0,53
"53",2019-03-20,2019-05-19,2019,3,20,2019,5,19,"United States","Visalia","Games","Tabletop Games","0",50,3215,11,2,0,7,1,5,96.2,250,1,60,"USD",7000,116.666666666667,655,0.0936,"Cancelled by Creator","fail",4,11,7,27,1.4,59.55,"One Way Out",1,1,"miércoles","domingo",0,1,0,0,54
"54",2019-04-13,2019-06-12,2019,4,13,2019,6,12,"United States","Hattiesburg","Publishing","Publishing","0",62,34315,33,2,0,1,0,2,7.5,10,5,60,"USD",1000,16.6666666666667,1,0.001,"Cancelled by Creator","fail",0,1,0,0,0,1,"Jesus don't want me for a Sunbeam",1,1,"sábado","miércoles",1,0,1,1,55
"55",2019-04-17,2019-05-20,2019,4,17,2019,5,20,"United States","Nashville","Art","Digital Art","0",58,1915,46,3,0,0,1,4,11.5,20,3,33,"USD",300,9.09090909090909,1,0.0033,"Cancelled by Creator","fail",0,1,0,0,0,1,"Magick Charms! A unique witchy pin Kickstarter",1,1,"miércoles","lunes",0,0,0,0,56
"56",2019-04-26,2019-05-26,2019,4,26,2019,5,26,"United States","Red Bank","Design","Product Design","0",134,1482,45,1,0,1,1,3,16.6666666666667,24,9,30,"USD",28000,933.333333333333,163,0.0058,"Cancelled by Creator","fail",0,9,8,0,2.67,18.11,"Gyro Disc, the Patented GYRATING Flying Disc!",1,1,"viernes","domingo",0,1,0,0,57
"57",2019-04-17,2019-06-16,2019,4,17,2019,6,16,"Mexico","Mexico City","Fashion","Apparel","0",131,1540,53,1,0,1,0,3,31.0006666666667,50.4868,18.6004,60,"MXN",3188.64,2.824284736,1.009736,3e-04,"Cancelled by Creator","fail",1,1,0,0,0,19,"Inicio de Kunai Fight Gear/ Start of Kunai Fight Gear",0.053144,1,"miércoles","domingo",0,1,0,0,58
"58",2019-04-19,2019-05-19,2019,4,19,2019,5,19,"Denmark","Copenhagen","Film & Video","Film & Video","0",52,774,29,1,0,0,1,1,10.751,10.751,10.751,30,"SEK",5375.5,19.2640001666667,0,0,"Cancelled by Creator","fail",0,0,0,0,0,0,"VIDEO FOR THE NEXT GENERATION",0.10751,0,"viernes","domingo",0,1,0,0,60
"59",2019-04-19,2019-05-19,2019,4,19,2019,5,19,"United States","Smithton","Games","Games","0",133,6687,60,2,0,26,1,4,131.75,359,10,30,"USD",5000,166.666666666667,506,0.1012,"Cancelled by Creator","fail",1,8,5,0,0.31,63.25,"Flicker Football- A Display & Play Collectible Tabletop Game",1,1,"viernes","domingo",0,1,0,0,61
"60",2019-03-26,2019-05-10,2019,3,26,2019,5,10,"United States","New York","Design","Product Design","0",132,4504,60,1,0,103,3,9,73.3333333333333,149,39,45,"USD",12500,277.777777777778,9049,0.7239,"Cancelled by Creator","fail",1,156,153,21,10.2,58.01,"The Most Advanced Anti Blue Light Glasses You Will Ever Wear",1,1,"martes","viernes",0,0,0,1,62
"61",2019-04-14,2019-05-19,2019,4,14,2019,5,19,"United States","Boston","Film & Video","Narrative Film","0",75,1883,28,2,1,2,1,4,90,200,10,35,"USD",1800,51.4285714285714,139,0.0772,"Cancelled by Creator","fail",3,7,4,0,1,19.86,"""UNWRITTEN"" - A Feature Film",1,1,"domingo","domingo",1,1,1,0,63
"62",2019-04-13,2019-06-12,2019,4,13,2019,6,12,"United States","Glendale","Publishing","Fiction","0",70,373,54,1,0,1,0,3,26.6666666666667,50,5,60,"USD",5000,83.3333333333333,6,0.0012,"Cancelled by Creator","fail",0,2,1,0,0.33,3,"Authoring my first novel: With Darkness Comes Trouble.",1,1,"sábado","miércoles",1,0,1,1,64
"63",2019-03-11,2019-05-10,2019,3,11,2019,5,10,"Spain","Madrid","Technology","Apps","0",129,4844,36,1,0,1,0,1,56.29625,56.29625,56.29625,60,"EUR",20266.65,380.3121316875,113.718425,0.0056,"Cancelled by Creator","fail",0,2,1,0,0.5,50.5,"Alenpar, alquiler entre particulares",1.125925,1,"lunes","viernes",0,0,1,1,65
"64",2019-03-11,2019-05-10,2019,3,11,2019,5,10,"Italy","Acqui Terme","Art","Performance Art","0",45,702,29,2,0,1,0,5,23.194055,50.666625,5.629625,60,"EUR",3602.96,67.6110456333333,935.643675,0.2597,"Cancelled by Creator","fail",6,18,17,0,3.4,46.17,"The Black Magix playing cards",1.125925,1,"lunes","viernes",0,0,1,1,66
"65",2019-04-23,2019-05-10,2019,4,23,2019,5,10,"France","Dietwiller","Games","Tabletop Games","0",133,5271,13,2,1,44,1,3,21.6987666666667,49.3834,1.12235,17,"EUR",5611.75,370.491036029412,2829.44435,0.5042,"Cancelled by Creator","fail",3,100,97,40,32.33,25.21,"QWARKS WANTED",1.12235,1,"martes","viernes",0,0,0,1,67
"66",2019-04-01,2019-05-16,2019,4,1,2019,5,16,"United States","New Haven","Fashion","Apparel","0",30,1565,32,1,2,1,0,5,53.2,150,1,45,"USD",200,4.44444444444444,122,0.61,"Cancelled by Creator","fail",0,7,5,0,1,17.43,"WHAT THE HELL DOES SF STAND FOR!",1,1,"lunes","jueves",0,0,1,0,68
"67",2019-03-11,2019-05-10,2019,3,11,2019,5,10,"Mexico","Mexico City","Publishing","Literary Journals","0",62,573,38,1,0,1,0,5,13.40794,25.7845,2.57845,60,"MXN",7735.35,6.6484044025,0.979811,1e-04,"Cancelled by Creator","fail",0,1,0,0,0,19,"Te diagnosticaron Esclerosis Múltiple?",0.051569,1,"lunes","viernes",0,0,1,1,69
"68",2019-04-17,2019-05-20,2019,4,17,2019,5,20,"France","Paris","Design","Product Design","0",135,5892,48,1,4,34,1,8,140.92945125,621.33225,1.129695,33,"EUR",22593.9,773.461086681818,6334.199865,0.2804,"Cancelled by Creator","fail",4,56,54,6,6.75,100.12,"InnerSky, the ecological tan-through polo shirt.",1.129695,1,"miércoles","lunes",0,0,0,0,70
"69",2019-03-11,2019-05-10,2019,3,11,2019,5,10,"United States","Cable","Food","Community Gardens","0",134,1427,14,1,0,1,1,5,2740,10000,200,60,"USD",72000,1200,2,0,"Cancelled by Creator","fail",1,2,0,0,0,1,"Growing Shield",1,1,"lunes","viernes",0,0,1,1,71
"70",2019-04-10,2019-05-10,2019,4,10,2019,5,10,"United States","Manchester","Publishing","Nonfiction","0",97,3812,24,1,0,1,0,7,68.5714285714286,200,10,30,"USD",6000,200,26,0.0043,"Cancelled by Creator","fail",1,2,1,0,0.14,13,"Tarot for the Millenials",1,1,"miércoles","viernes",0,0,1,1,72
"71",2019-04-04,2019-05-09,2019,4,4,2019,5,9,"Canada","Toronto","Art","Art","0",129,719,11,1,0,1,0,1,30,30,30,35,"USD",6000,171.428571428571,131,0.0218,"Cancelled by Creator","fail",1,4,3,0,3,32.75,"WildFlowers",1,0,"jueves","jueves",0,0,1,1,73
"72",2019-04-16,2019-05-16,2019,4,16,2019,5,16,"Canada","Halifax","Games","Tabletop Games","0",81,3493,6,1,3,4,1,3,145,280,5,30,"USD",30000,1000,162,0.0054,"Cancelled by Creator","fail",0,5,3,0,1,32.4,"DMLoot",1,0,"martes","jueves",0,0,0,0,74
"73",2019-04-10,2019-05-10,2019,4,10,2019,5,10,"France","France","Film & Video","Documentary","0",87,706,20,2,0,1,0,4,56.6644125,157.871,1.12765,30,"EUR",5638.25,211.932420416667,1.12765,2e-04,"Cancelled by Creator","fail",0,1,0,0,0,1,"L'histoire d'un club",1.12765,1,"miércoles","viernes",0,0,1,1,75
"74",2019-04-09,2019-05-09,2019,4,9,2019,5,9,"United Kingdom","Dumbarton","Design","Product Design","0",16,2765,27,2,0,1,0,4,135.4591125,391.689,6.52815,30,"GBP",652.815,28.411161615,9.13941,0.014,"Cancelled by Creator","fail",5,3,1,1,0.25,2.33,"3D Printed Bus For Modelers",1.30563,1,"martes","jueves",0,0,1,1,76
"75",2019-03-29,2019-05-28,2019,3,29,2019,5,28,"Netherlands","Assen","Games","Games","0",131,4282,11,1,2,7,1,11,1831.75554545455,9546.775,5.61575,60,"EUR",44207.184,827.52164516,57.28065,0.0013,"Cancelled by Creator","fail",9,2,1,0,0.09,25.5,"Calc-o-Bots",1.12315,1,"viernes","martes",0,0,0,0,77
"76",2019-04-29,2019-05-29,2019,4,29,2019,5,29,"United States","Roseville","Games","Tabletop Games","0",42,1956,48,1,2,8,1,1,25,25,25,30,"USD",35000,1166.66666666667,104,0.003,"Cancelled by Creator","fail",0,5,3,1,3,20.8,"New Game - A new experience every time you play.",1,1,"lunes","miércoles",0,0,0,0,78
"77",2019-03-26,2019-05-05,2019,3,26,2019,5,5,"Japan","Tokyo","Art","Art","0",40,3187,21,1,0,18,1,7,0.158933571428571,0.497475,0.009045,40,"JPY",3165.75,0.71585521875,14.553405,0.0046,"Funding Unsuccessful","fail",0,3,1,0,0.14,536.33,"Journey through Japan",0.009045,1,"martes","domingo",0,1,0,1,79
"78",2019-04-23,2019-05-23,2019,4,23,2019,5,23,"United States","Provo","Games","Tabletop Games","0",131,5570,9,2,3,40,1,7,57.5714285714286,150,1,30,"USD",20000,666.666666666667,4780,0.239,"Cancelled by Creator","fail",2,127,111,7,15.86,37.64,"Serengeti",1,1,"martes","jueves",0,0,0,0,80
