"","fecha_inicial","fecha_final","año_inicial","mes_inicial","dia_inicial","año_final","mes_final","dia_final","pais","ciudad","categoria_principal","categoria","proyecto_featured","descripcion_largo","descripcion_full_largo","titulo_largo","cant_creaciones_dueño","cant_faqs","cant_imagenes","cant_videos","cant_tiers","tier_promedio","tier_max","tier_min","duracion","moneda","objetivo_monto","objetivo_ratio","monto_obtenido","monto_obtenido_porcentaje","estado","exito","cant_actualizaciones","cant_backers","cant_backers_tiers","cant_comentarios","backers_promedio_por_tier","aporte_promedio_por_backer","title","cotizacion","moneda_igual_pais","dia_semana_inicial","dia_semana_final","weekend_inicial","weekend_final","primera_quincena_inicial","primera_quincena_final","id"
"867",2019-01-18,2019-03-04,2019,1,18,2019,3,4,"United States","Boston","Journalism","Audio","0",77,2647,6,1,0,1,0,4,150,300,50,45,"USD",7500,166.666666666667,311,0.0415,"Funding Unsuccessful","fail",0,10,3,0,0.75,31.1,"Merger",1,1,"viernes","lunes",0,0,0,1,870
"868",2019-01-23,2019-03-04,2019,1,23,2019,3,4,"Mexico","Mexico City","Music","Rock","0",131,7333,55,2,0,8,1,8,51.172875,104.97,5.2485,40,"MXN",18369.75,24.10340821875,126.961215,0.0069,"Cancelled by Creator","fail",0,3,2,0,0.25,806.33,"HEAL: A Symphonic Rock Album by Betancourt & Von Hauske",0.052485,1,"miércoles","lunes",0,0,0,1,871
"869",2019-01-13,2019-03-04,2019,1,13,2019,3,4,"United States","Jersey City","Film & Video","Television","0",113,3206,25,1,0,7,1,12,190.833333333333,1000,5,50,"USD",10000,200,10061,1.0061,"Funding Successful","success",0,73,48,3,3.69,137.82,"Suicide Spenders [Series]",1,1,"domingo","lunes",1,0,1,1,872
"870",2019-02-03,2019-03-05,2019,2,3,2019,3,5,"United Kingdom","Brighton and Hove City","Film & Video","Film & Video","0",111,731,19,1,0,1,1,7,179.328,653.8,13.076,30,"GBP",1046.08,45.5951402666667,1378.2104,1.3175,"Funding Successful","success",0,25,17,0,2.43,42.16,"Within The Quandary",1.3076,1,"domingo","martes",1,0,1,1,873
"871",2019-02-11,2019-03-05,2019,2,11,2019,3,5,"United States","Los Angeles","Film & Video","Documentary","0",61,2654,34,1,0,1,0,10,1695,10000,5,22,"USD",35000,1590.90909090909,14567,0.4162,"Funding Unsuccessful","fail",0,81,69,0,6.9,179.84,"From My Eyes: A Life Worth Filming",1,1,"lunes","martes",0,0,1,1,874
"872",2019-02-04,2019-03-04,2019,2,4,2019,3,4,"United Kingdom","Birmingham","Games","Video Games","0",76,0,15,1,0,1,0,9,65.14,260.56,6.514,28,"GBP",6514,303.087114285714,92.4988,0.0142,"Cancelled by Creator","fail",0,3,2,0,0.22,23.67,"GayDream: Taken",1.3028,1,"lunes","lunes",0,0,1,1,875
"873",2019-02-10,2019-03-05,2019,2,10,2019,3,5,"United Kingdom","Bangor","Comics","Graphic Novels","0",74,1288,13,1,0,10,1,11,61.7371363636364,258.708,6.4677,23,"GBP",646.77,36.3749072086956,1254.7338,1.94,"Funding Successful","success",11,48,45,4,3.46,20.21,"Reality Paper",1.29354,1,"domingo","martes",1,0,1,1,876
"874",2019-02-03,2019-03-05,2019,2,3,2019,3,5,"Australia","Perth","Film & Video","Webseries","0",134,749,35,1,0,1,0,4,46.25,100,10,30,"USD",3000,100,132,0.044,"Funding Unsuccessful","fail",0,7,3,0,0.75,18.86,"Ballet 4 You - Ballet 4 Alzheimer's",1,0,"domingo","martes",1,0,1,1,877
"875",2019-02-03,2019-03-05,2019,2,3,2019,3,5,"United States","Philadelphia","Publishing","Zines","0",98,2558,48,1,0,3,0,4,51.25,100,5,30,"USD",375,12.5,411,1.096,"Funding Successful","success",3,11,7,0,1.75,37.36,"INHALE - EXHALE: a zine for stress-less families",1,1,"domingo","martes",1,0,1,1,878
"876",2019-01-04,2019-03-05,2019,1,4,2019,3,5,"France","Paris","Technology","Apps","0",132,0,52,1,0,7,1,3,96.849,170.91,5.697,60,"EUR",3987.9,75.730221,4628.2428,1.1606,"Funding Successful","success",1,23,21,2,7,176.61,"Build a Full Delivery App like Uber Eats & Deliveroo",1.1394,1,"viernes","martes",0,0,1,1,879
"877",2019-02-01,2019-03-04,2019,2,1,2019,3,4,"United States","Washington","Comics","Webcomics","0",91,7560,28,1,0,10,1,6,30.1666666666667,70,1,31,"USD",2000,64.5161290322581,68,0.034,"Funding Unsuccessful","fail",0,7,3,0,0.5,9.71,"Make/100 + Inherit the Earth",1,1,"viernes","lunes",0,0,1,1,880
"878",2019-02-12,2019-03-05,2019,2,12,2019,3,5,"United States","Austin","Music","Classical Music","0",128,1513,15,2,0,0,1,9,261.111111111111,1000,3,21,"USD",1500,71.4285714285714,102,0.068,"Funding Unsuccessful","fail",0,8,7,0,0.78,12.75,"Like a Religion",1,1,"martes","martes",0,0,1,1,881
"879",2019-01-03,2019-03-04,2019,1,3,2019,3,4,"United States","Albuquerque","Film & Video","Shorts","0",58,2324,7,1,0,1,1,3,208.333333333333,500,25,60,"USD",2000,33.3333333333333,2381,1.1905,"Funding Successful","success",15,65,38,2,12.67,36.63,"BREATHE",1,1,"jueves","lunes",0,0,1,1,882
"880",2019-02-01,2019-03-05,2019,2,1,2019,3,5,"United Kingdom","Lichfield","Games","Video Games","0",131,6994,7,1,0,24,1,3,15.2716666666667,26.18,6.545,32,"GBP",3272.5,133.865703125,6635.321,2.0276,"Funding Successful","success",8,168,165,26,11,30.17,"Iridium",1.309,1,"viernes","martes",0,0,1,1,883
"881",2019-02-05,2019-03-05,2019,2,5,2019,3,5,"United States","Philadelphia","Games","Tabletop Games","0",127,3948,14,2,4,34,2,7,87.8571428571429,300,1,28,"USD",10000,357.142857142857,6309,0.6309,"Funding Unsuccessful","fail",7,131,118,46,16.86,48.16,"Sheep-Boom-Bah",1,1,"martes","martes",0,0,1,1,884
"882",2019-01-04,2019-03-05,2019,1,4,2019,3,5,"United States","New York","Film & Video","Comedy","0",114,19536,49,2,0,45,1,16,420.45478125,4073.28,3.8187,60,"GBP",827385,17552.972775,118.3797,1e-04,"Funding Unsuccessful","fail",0,6,3,0,0.17,15.5,"TRUMPED: An Alternative Musical Off-Broadway 2019",1.2729,0,"viernes","martes",0,0,1,1,885
"883",2019-01-03,2019-03-04,2019,1,3,2019,3,4,"Germany","Essen","Film & Video","Documentary","0",125,3678,55,4,0,0,1,1,1.13901,1.13901,1.13901,60,"EUR",341703,6486.7189005,54.67248,2e-04,"Funding Unsuccessful","fail",0,5,3,0,3,9.6,"Das Ruhrgebiet - Der Letzte macht das Schachtlicht aus!",1.13901,1,"jueves","lunes",0,0,1,1,886
"884",2019-02-05,2019-03-05,2019,2,5,2019,3,5,"United Kingdom","Leeds","Art","Art","0",41,1595,27,1,0,1,0,7,52.3784485714286,129.558,18.13812,28,"GBP",3238.95,149.868530035714,2295.76776,0.7088,"Funding Unsuccessful","fail",0,34,30,10,3.33,52.12,"JA Productions: Powering Up",1.29558,1,"martes","martes",0,0,1,1,887
"885",2019-01-19,2019-03-04,2019,1,19,2019,3,4,"Denmark","Copenhagen","Film & Video","Film & Video","0",23,14428,19,1,0,1,1,9,332.241,1107.47,5.53735,44,"SEK",11074.7,27.8747682022727,11494.763371,1.0379,"Funding Successful","success",0,174,157,3,17.44,596.51,"Welcome to the Moon",0.110747,0,"sábado","lunes",1,0,0,1,888
"886",2019-02-15,2019-03-04,2019,2,15,2019,3,4,"France","Nantes","Games","Mobile Games","0",67,431,44,2,0,1,1,3,48.945,112.95,5.6475,17,"EUR",2880.225,191.3655375,1.1295,4e-04,"Funding Unsuccessful","fail",0,1,0,0,0,1,"Don't Miss The Hole - The simple mobile game",1.1295,1,"viernes","lunes",0,0,0,1,889
"887",2019-01-03,2019-03-04,2019,1,3,2019,3,4,"United States","Columbus","Games","Games","0",131,2810,14,1,0,0,1,3,2033.33333333333,5000,100,60,"USD",24000,400,6,3e-04,"Funding Unsuccessful","fail",0,2,0,0,0,3,"Indigenous AIR",1,1,"jueves","lunes",0,0,1,1,890
"888",2019-01-03,2019-03-04,2019,1,3,2019,3,4,"United States","San Diego","Music","Indie Rock","0",117,1108,11,1,0,1,0,3,216.666666666667,500,50,60,"USD",1000,16.6666666666667,316,0.316,"Funding Unsuccessful","fail",0,8,3,1,1,39.5,"Out of Luck",1,1,"jueves","lunes",0,0,1,1,891
"889",2019-02-05,2019-03-04,2019,2,5,2019,3,4,"United States","Los Angeles","Games","Tabletop Games","1",93,4038,36,1,0,10,1,4,49.25,125,15,27,"USD",1000,37.037037037037,7457,7.457,"Funding Successful","success",6,203,198,13,49.5,36.73,"Champions of the Earth: The RPG Zine",1,1,"martes","lunes",0,0,1,1,892
"890",2019-02-14,2019-03-04,2019,2,14,2019,3,4,"United States","Virginia Beach","Games","Tabletop Games","0",108,6222,20,1,0,34,1,6,137.333333333333,300,55,18,"USD",2500,138.888888888889,19518,7.8072,"Funding Successful","success",7,250,243,48,40.5,78.07,"Freeman's Farm: 1777",1,1,"jueves","lunes",0,0,1,1,894
"891",2019-01-03,2019-03-04,2019,1,3,2019,3,4,"United Kingdom","London","Fashion","Apparel","0",132,698,15,1,0,0,1,8,2233.22375,7575.6,63.13,60,"GBP",315650,6642.32816666667,1.2626,0,"Funding Unsuccessful","fail",0,1,0,0,0,1,"Bright Boutique",1.2626,1,"jueves","lunes",0,0,1,1,895
"892",2019-02-18,2019-03-04,2019,2,18,2019,3,4,"United States","Smyrna","Games","Tabletop Games","0",44,3689,24,1,0,42,0,5,65.6,200,1,14,"USD",500,35.7142857142857,5000,10,"Funding Successful","success",5,74,72,24,14.4,67.57,"28mm Lesser Goblin Horde",1,1,"lunes","lunes",0,0,0,1,896
"893",2019-01-03,2019-03-04,2019,1,3,2019,3,4,"United States","Columbus","Art","Performance Art","0",117,832,20,1,0,1,1,3,48.3333333333333,75,20,60,"USD",800,13.3333333333333,2276,2.845,"Funding Successful","success",1,68,59,0,19.67,33.47,"An Unexpected Studio",1,1,"jueves","lunes",0,0,1,1,897
"894",2019-02-05,2019-03-05,2019,2,5,2019,3,5,"Kyrgyzstan","Ysyk-Kol","Film & Video","Drama","1",131,7292,45,1,0,3,1,13,1550,10000,25,28,"USD",35555,1269.82142857143,36775,1.0343,"Funding Successful","success",4,69,47,1,3.62,532.97,"LONELY PINE / ЖАЛГЫЗ КАРАГАЙ / ОДИНОКАЯ СОСНА",1,0,"martes","martes",0,0,1,1,898
"895",2019-01-29,2019-03-04,2019,1,29,2019,3,4,"United States","West Palm Beach","Fashion","Fashion","0",107,0,15,2,0,1,0,4,29.25,49,9,34,"USD",350,10.2941176470588,2,0.0057,"Funding Unsuccessful","fail",1,2,0,0,0,1,"The Jersey Keys",1,1,"martes","lunes",0,0,0,1,899
"896",2019-02-01,2019-03-06,2019,2,1,2019,3,6,"United States","Seattle","Comics","Graphic Novels","0",114,3298,57,1,0,13,1,11,62.3636363636364,200,1,33,"USD",4500,136.363636363636,5315,1.1811,"Funding Successful","success",14,175,166,3,8.74,30.37,"The Eynes Anthology Book One - Horror/Supernatural Comic!",1,1,"viernes","miércoles",0,0,1,1,900
"897",2019-01-05,2019-03-06,2019,1,5,2019,3,6,"United States","Columbus","Publishing","Nonfiction","0",113,9698,28,2,0,1,1,3,12,25,1,60,"USD",1320,22,11,0.0083,"Funding Unsuccessful","fail",0,2,1,0,0.33,5.5,"The Art of Hitting Home Runs",1,1,"sábado","miércoles",1,0,1,1,901
"898",2019-02-12,2019-03-06,2019,2,12,2019,3,6,"United States","Austin","Dance","Dance","1",77,3531,12,1,0,3,1,6,320.833333333333,1000,25,22,"USD",15000,681.818181818182,15267,1.0178,"Funding Successful","success",0,183,131,0,21.83,83.43,"Givens Swims",1,1,"martes","miércoles",0,0,1,1,902
"899",2019-02-02,2019-03-04,2019,2,2,2019,3,4,"Australia","Melbourne","Design","Product Design","1",135,10056,60,1,12,24,1,7,173,369,1,30,"USD",50000,1666.66666666667,71743,1.4349,"Funding Successful","success",9,356,349,36,49.86,201.53,"A poster that knows the weather, first updating paper poster",1,0,"sábado","lunes",1,0,1,1,903
"900",2019-02-04,2019-03-06,2019,2,4,2019,3,6,"United States","Los Angeles","Film & Video","Documentary","1",105,3455,17,1,0,4,1,9,595,3000,5,30,"USD",9000,300,9419,1.0466,"Funding Successful","success",3,80,69,6,7.67,117.74,"Finding Plantasia",1,1,"lunes","miércoles",0,0,1,1,904
"901",2019-02-08,2019-03-06,2019,2,8,2019,3,6,"United States","Little Rock","Film & Video","Shorts","0",61,3529,9,1,0,5,1,6,155.833333333333,500,10,26,"USD",3000,115.384615384615,3412,1.1373,"Funding Successful","success",3,59,50,0,8.33,57.83,"Halt/Flux",1,1,"viernes","miércoles",0,0,1,1,905
"902",2019-02-03,2019-03-05,2019,2,3,2019,3,5,"United States","Stamford","Journalism","Print","0",128,1694,34,1,0,1,1,4,146.25,500,10,30,"USD",1000,33.3333333333333,1,0.001,"Funding Unsuccessful","fail",0,1,0,0,0,1,"Obstacle of Conscience (Chapter 1)",1,1,"domingo","martes",1,0,1,1,906
"903",2019-02-03,2019-03-05,2019,2,3,2019,3,5,"United Kingdom","Milton Keynes","Music","Electronic Music","0",102,3236,34,1,4,6,1,6,79.7636,261.52,6.538,30,"GBP",588.42,25.6472664,3488.6768,5.9289,"Funding Successful","success",9,96,95,3,15.83,27.79,"Dave Skywalker presents ""Platinum""",1.3076,1,"domingo","martes",1,0,1,1,907
"904",2019-02-04,2019-03-06,2019,2,4,2019,3,6,"United States","Charlottesville","Music","Music","0",115,1610,36,1,0,1,0,7,448.571428571429,1500,5,30,"USD",5000,166.666666666667,1,2e-04,"Cancelled by Creator","fail",0,1,0,0,0,1,"Silent Disco and other silent events",1,1,"lunes","miércoles",0,0,1,1,908
"905",2019-02-20,2019-03-06,2019,2,20,2019,3,6,"United States","Sacramento","Art","Illustration","0",37,1156,12,1,0,12,0,9,43,75,10,14,"USD",300,21.4285714285714,4527,15.09,"Funding Successful","success",6,166,165,0,18.33,27.27,"Foodie Buddy",1,1,"miércoles","miércoles",0,0,0,1,909
"906",2019-01-18,2019-03-04,2019,1,18,2019,3,4,"United States","Crown Heights","Food","Restaurants","1",107,2638,60,1,0,5,1,13,423.846153846154,2000,5,45,"USD",10000,222.222222222222,15478,1.5478,"Funding Successful","success",2,101,77,0,5.92,153.25,"Babydudes Cafe: coffee, food- a place to bring your babydude",1,1,"viernes","lunes",0,0,0,1,910
"907",2019-02-26,2019-03-05,2019,2,26,2019,3,5,"Canada","Vancouver","Film & Video","Documentary","0",80,760,59,2,0,0,1,2,27.5,50,5,7,"USD",50,7.14285714285714,1,0.02,"Funding Unsuccessful","fail",0,1,0,0,0,1,"Clairvoyance on the Canadian Frontier- Short Animated Video",1,0,"martes","martes",0,0,0,1,911
"908",2019-01-03,2019-03-04,2019,1,3,2019,3,4,"United States","Lincoln","Technology","Gadgets","0",79,1684,49,2,0,27,1,4,152.25,500,5,60,"USD",40000,666.666666666667,1349,0.0337,"Cancelled by Creator","fail",3,31,29,0,7.25,43.52,"LIGHTFORMER: The World's Most Adaptable Worklight",1,1,"jueves","lunes",0,0,1,1,912
"909",2019-01-04,2019-03-05,2019,1,4,2019,3,5,"United States","Miami","Food","Food","0",70,585,37,1,0,1,0,1,200,200,200,60,"USD",15000,250,220,0.0147,"Funding Unsuccessful","fail",0,2,1,0,1,110,"Snowfellaz craft Snowballs & pastries",1,1,"viernes","martes",0,0,1,1,913
"910",2019-02-11,2019-03-05,2019,2,11,2019,3,5,"United States","Barnstable","Music","Country & Folk","0",135,8223,54,3,0,3,1,22,1108.04545454545,9999,11,22,"USD",44000,2000,13537,0.3077,"Funding Unsuccessful","fail",8,152,121,0,4.65,89.06,"12 Rebirth: A New Album & Vision from Alicia Mathewson",1,1,"lunes","martes",0,0,1,1,914
"911",2019-01-29,2019-03-05,2019,1,29,2019,3,5,"United States","Garden Grove","Art","Digital Art","0",130,1542,52,1,0,23,0,13,52.1538461538462,100,1,35,"USD",300,8.57142857142857,9268,30.8933,"Funding Successful","success",19,250,248,17,19.08,37.07,"Pokemon Eeveelutions Fragrance Enamel Pin Collection",1,1,"martes","martes",0,0,0,1,915
"912",2019-02-08,2019-03-05,2019,2,8,2019,3,5,"United States","Los Angeles","Film & Video","Webseries","0",128,4414,33,1,3,13,1,13,322.769230769231,2000,1,25,"USD",15000,600,16167,1.0778,"Funding Successful","success",19,281,257,27,19.77,57.53,"Red Hood: The FAN Series Season 2",1,1,"viernes","martes",0,0,1,1,916
"913",2019-01-04,2019-03-05,2019,1,4,2019,3,5,"Japan","Tokyo","Film & Video","Comedy","0",53,2124,13,1,3,1,0,6,75.7701,341.82,1.1394,60,"EUR",13672.8,259.646472,23032.971,1.6846,"Funding Successful","success",0,813,780,17,130,24.86,"Lost in Tokyo",1.1394,0,"viernes","martes",0,0,1,1,917
"914",2019-01-28,2019-03-05,2019,1,28,2019,3,5,"United States","Los Angeles","Publishing","Nonfiction","0",132,5014,56,1,0,1,1,14,855.428571428571,3054,1,36,"USD",18000,500,1932,0.1073,"Funding Unsuccessful","fail",0,21,14,0,1,92,"""Blasted from Complacency: . . ."" Family Vacation + War!",1,1,"lunes","martes",0,0,0,1,918
"915",2019-02-04,2019-03-05,2019,2,4,2019,3,5,"United States","San Antonio","Food","Vegan","1",58,1706,19,1,0,8,1,7,296.428571428571,1000,25,29,"USD",20000,689.655172413793,22324,1.1162,"Funding Successful","success",11,136,94,5,13.43,164.15,"Hip Peaz Vegan Eats",1,1,"lunes","martes",0,0,1,1,919
"916",2019-02-12,2019-03-05,2019,2,12,2019,3,5,"United States","Austin","Design","Product Design","1",134,5008,31,1,28,42,1,8,263.5,495,5,21,"USD",70000,3333.33333333333,241574,3.4511,"Funding Successful","success",12,1033,1017,299,78.23,233.86,"Mantis, all-in-one hammock tent",1,1,"martes","martes",0,0,1,1,920
"917",2019-02-08,2019-03-05,2019,2,8,2019,3,5,"United States","Helena","Art","Art","0",128,2070,36,5,0,1,0,20,58.9,128,8,25,"USD",600,24,302,0.5033,"Funding Unsuccessful","fail",1,12,10,0,0.5,25.17,"Myth N Stuff Hard Enamel Pins Reborn",1,1,"viernes","martes",0,0,1,1,921
"918",2019-02-04,2019-03-06,2019,2,4,2019,3,6,"United States","Boston","Fashion","Apparel","0",134,7374,51,1,0,13,1,7,239.285714285714,750,10,30,"USD",12000,400,8249,0.6874,"Funding Unsuccessful","fail",7,137,126,3,18,60.21,"The Boardwalk Recycled Fleece | Black Brook Apparel",1,1,"lunes","miércoles",0,0,1,1,922
"919",2019-02-02,2019-03-04,2019,2,2,2019,3,4,"United States","Des Moines","Music","Pop","0",77,2665,53,1,0,9,1,13,98.5384615384615,1000,1,30,"USD",500,16.6666666666667,523,1.046,"Funding Successful","success",5,10,8,2,0.53,52.3,"""FEARLESS"" Riley Tucker's WORLD RECORD SETTING ALBUM!",1,1,"sábado","lunes",1,0,1,1,923
"920",2019-01-04,2019-03-05,2019,1,4,2019,3,5,"United States","Arvada","Photography","People","0",57,1288,31,1,0,1,0,12,213.416666666667,501,10,60,"USD",20000,333.333333333333,251,0.0126,"Funding Unsuccessful","fail",0,4,1,0,0.08,62.75,"Moments, LLC Photography Studio",1,1,"viernes","martes",0,0,1,1,924
"921",2019-01-09,2019-02-26,2019,1,9,2019,2,26,"United States","Ithaca","Film & Video","Television","0",89,941,45,1,0,1,1,6,30,75,5,48,"USD",600,12.5,1006,1.6767,"Funding Successful","success",1,12,6,1,1,83.83,"Subject to Change: A Scripted Musical TV Show",1,1,"miércoles","martes",0,0,1,0,925
"922",2019-02-11,2019-02-25,2019,2,11,2019,2,25,"United Kingdom","Exeter","Games","Tabletop Games","0",118,1301,53,1,0,20,0,7,98.3054857142857,385.872,10.28992,14,"GBP",771.744,70.9034287542857,4054.22848,5.2533,"Funding Successful","success",20,115,113,6,16.14,27.41,"Medieval Marginalia Presented by Oldschool miniatures",1.28624,1,"lunes","lunes",0,0,1,0,926
"923",2019-02-09,2019-02-24,2019,2,9,2019,2,24,"Germany","Frankfurt","Technology","Technology","0",95,4251,41,1,0,20,1,9,145.490986666667,225.605504,3.401088,15,"EUR",68021.76,5141.066481664,134.909824,0.002,"Funding Unsuccessful","fail",0,3,2,0,0.18,39.67,"Heated blanket for dogs - ""The Dogwarmer""",1.133696,1,"sábado","domingo",1,1,1,0,927
"924",2019-01-26,2019-02-25,2019,1,26,2019,2,25,"Switzerland","Baar","Design","Product Design","0",135,608,25,1,0,1,0,2,15,20,10,30,"USD",25000,833.333333333333,11,4e-04,"Funding Unsuccessful","fail",0,2,1,0,0.5,5.5,"Blockchain Design Network",1,0,"sábado","lunes",1,0,0,0,928
"925",2019-02-04,2019-02-26,2019,2,4,2019,2,26,"United States","Provo","Crafts","Woodworking","0",69,3070,38,1,0,14,0,11,69.5454545454545,170,20,22,"USD",1000,45.4545454545455,3261,3.261,"Funding Successful","success",8,42,40,12,2.86,77.64,"Ancient Wood Pens For An Ancient Sport",1,1,"lunes","martes",0,0,1,0,929
"926",2019-01-26,2019-02-25,2019,1,26,2019,2,25,"United Kingdom","London","Film & Video","Shorts","0",59,4961,7,1,0,6,1,7,354.460571428571,1319.8,13.198,30,"GBP",4619.3,203.218404666667,4693.2088,1.016,"Funding Successful","success",1,39,21,0,3,91.18,"f r e d",1.3198,1,"sábado","lunes",1,0,0,0,930
"927",2019-01-27,2019-02-26,2019,1,27,2019,2,26,"United Kingdom","London","Games","Mobile Games","0",132,5663,6,1,11,1,0,9,285.543066666667,1320.6,1.3206,30,"GBP",5282.4,232.531248,3.9618,7e-04,"Funding Unsuccessful","fail",1,3,1,0,0.11,1,"Wordly",1.3206,1,"domingo","martes",1,0,0,0,931
"928",2018-12-27,2019-02-25,2018,12,27,2019,2,25,"Canada","Montreal","Fashion","Childrenswear","0",128,3120,47,1,0,26,1,22,296.136363636364,688,0,60,"USD",40000,666.666666666667,1322,0.0331,"Cancelled by Creator","fail",0,7,6,0,0.21,188.86,"One Parka - The ultimate winter jacket for kids",1,0,"jueves","lunes",0,0,0,0,932
"929",2019-02-12,2019-02-25,2019,2,12,2019,2,25,"United States","Evansville","Publishing","Nonfiction","0",107,3008,24,1,0,8,1,6,63.3333333333333,165,10,13,"USD",567,43.6153846153846,582,1.0265,"Funding Successful","success",1,12,10,0,1.67,48.5,"Marriage. Story. Heaven.",1,1,"martes","lunes",0,0,1,0,933
"930",2019-01-26,2019-02-25,2019,1,26,2019,2,25,"United States","Fresno","Technology","Sound","0",107,1342,38,3,0,0,1,7,266.428571428571,1000,5,30,"USD",3500,116.666666666667,3340,0.9543,"Cancelled by Creator","fail",2,27,21,0,3,123.7,"Creativity 93.3 FM: Create. Mix. Play.",1,1,"sábado","lunes",1,0,0,0,934
"931",2018-12-27,2019-02-25,2018,12,27,2019,2,25,"Australia","Melbourne","Film & Video","Film & Video","0",130,950,6,1,0,1,0,1,1,1,1,60,"USD",20000,333.333333333333,408,0.0204,"Funding Unsuccessful","fail",1,23,1,0,1,17.74,"A'Gurl",1,0,"jueves","lunes",0,0,0,0,935
"932",2019-01-26,2019-02-25,2019,1,26,2019,2,25,"United States","Green Bay","Publishing","Art Books","0",76,3082,30,1,0,33,3,8,592.5,2800,65,30,"USD",8000,266.666666666667,12471,1.5589,"Funding Successful","success",4,53,48,3,6,235.3,"Colorful Book of Oil Paintings",1,1,"sábado","lunes",1,0,0,0,936
"933",2019-01-25,2019-02-24,2019,1,25,2019,2,24,"Denmark","Arhus","Design","Product Design","0",134,2572,36,1,0,14,0,6,172.974853333333,441.80952,38.55752,30,"SEK",276.2,1.01715253333333,670.0612,2.426,"Funding Successful","success",3,12,11,0,1.83,505.42,"RISVIG Acutus bottle and wine opener",0.11048,0,"viernes","domingo",0,1,0,0,937
"934",2018-12-27,2019-02-25,2018,12,27,2019,2,25,"France","Nancy","Fashion","Apparel","0",132,2504,50,1,0,1,0,3,20.57436,36.57664,2.28604,60,"EUR",2857.55,54.4372800166667,5.7151,0.002,"Funding Unsuccessful","fail",0,2,0,0,0,2.5,"One UP Drone - Vêtements De Drone Racing Solidaire",1.14302,1,"jueves","lunes",0,0,0,0,938
"935",2019-01-08,2019-02-25,2019,1,8,2019,2,25,"South Korea","Seoul","Technology","Hardware","0",26,5423,4,1,0,25,1,8,256.875,1050,1,48,"USD",10000,208.333333333333,12444,1.2444,"Funding Successful","success",2,102,97,4,9.7,122,"AROM",1,0,"martes","lunes",0,0,1,0,939
"936",2019-01-12,2019-02-26,2019,1,12,2019,2,26,"United States","Sioux Falls","Design","Product Design","0",135,1342,23,1,0,0,1,4,96.25,250,37,45,"USD",3500,77.7777777777778,419,0.1197,"Funding Unsuccessful","fail",0,8,5,4,1.25,52.38,"The Pyramid of Delivery",1,1,"sábado","martes",1,0,1,0,940
"937",2019-01-26,2019-02-25,2019,1,26,2019,2,25,"Taiwan","Taipei City","Technology","Camera Equipment","0",103,2024,50,1,3,69,1,5,596.2,648,498,30,"USD",30000,1000,79978,2.6659,"Funding Successful","success",5,129,124,113,24.8,619.98,"Ultra Versatile Telephoto Lens, Redcat 250mm f/4.9",1,0,"sábado","lunes",1,0,0,0,941
"938",2019-01-28,2019-02-27,2019,1,28,2019,2,27,"United States","Ferndale","Technology","Fabrication Tools","0",114,986,44,1,0,18,2,17,131.058823529412,1260,1,30,"USD",65000,2166.66666666667,9954,0.1531,"Funding Unsuccessful","fail",6,201,189,17,8.59,49.52,"Speedtape - Measure twice as fast, cut once!",1,1,"lunes","miércoles",0,0,0,0,942
"939",2019-02-11,2019-02-26,2019,2,11,2019,2,26,"United States","New York","Art","Art","0",41,586,35,1,0,4,0,6,18.1666666666667,30,8,15,"USD",400,26.6666666666667,519,1.2975,"Funding Successful","success",7,29,28,0,4.67,17.9,"Tea Creatures: An Enamel Pin Series",1,1,"lunes","martes",0,0,1,0,943
"940",2019-01-28,2019-02-27,2019,1,28,2019,2,27,"United Kingdom","London","Publishing","Fiction","0",133,7386,37,1,0,26,1,12,36.84492,73.68984,10.52712,30,"GBP",1973.835,86.578324605,6817.62609,3.454,"Funding Successful","success",11,145,141,26,10.85,35.73,"The Sisterhood of blood: Vol 2 - Book",1.31589,1,"lunes","miércoles",0,0,0,0,944
"941",2019-01-29,2019-02-27,2019,1,29,2019,2,27,"United Kingdom","Nottingham","Music","World Music","0",61,0,22,1,0,1,0,3,283.313333333333,653.8,65.38,29,"GBP",13076,589.592331034483,15.6912,0.0012,"Funding Unsuccessful","fail",1,3,0,2,0,4,"Taking the UK to Spain",1.3076,1,"martes","miércoles",0,0,0,0,945
"942",2019-01-01,2019-02-25,2019,1,1,2019,2,25,"United States","Moreno Valley","Technology","Wearables","0",130,3731,33,2,4,24,10,7,115.857142857143,450,1,55,"USD",5000,90.9090909090909,614,0.1228,"Funding Unsuccessful","fail",3,13,11,6,1.1,47.23,"Chroma Athletx (Real Active Wear)",1,1,"martes","lunes",0,0,1,0,946
"943",2019-02-17,2019-02-27,2019,2,17,2019,2,27,"Sweden","Gothenburg","Music","Jazz","0",134,2322,43,1,0,1,1,5,41.4876,96.984,8.082,10,"SEK",538.8,5.8061088,610.89144,1.1338,"Funding Successful","success",0,22,16,0,3.2,257.68,"Scandinavian Jazz Ensemble Debut Tour/Album",0.10776,1,"domingo","miércoles",1,0,0,0,947
"944",2019-01-20,2019-02-24,2019,1,20,2019,2,24,"United States","Baltimore","Theater","Plays","0",108,543,6,1,0,0,1,6,123.333333333333,400,10,35,"USD",5000,142.857142857143,477,0.0954,"Funding Unsuccessful","fail",0,8,5,0,0.83,59.62,"Hamlet",1,1,"domingo","domingo",1,1,0,0,948
